,EffectiveLength,Length,Name,NumReads,TPM,Unnamed: 0,count,deviation,mean,std
84141,1643.991,1843,ENST00000262428,25969.0,486.12605,,33468,46.196354474391555,25969.125,162.32612043352728
93106,1612.991,1812,ENST00000361567,209806.0,4002.9398560000004,,231952,46.07664746496867,209807.74,480.59616353025535
38503,1080.991,1280,ENST00000395388,137293.225923,3908.5905799999996,,158655,45.93547997638034,137277.62734555497,465.3782362878783
4517,361.005,560,ENST00000215909,21673.0,1847.5598329999998,,28450,45.83394840831988,21671.085,147.90161518725884
81358,1990.991,2190,ENST00000576436,96980.211719,1499.018246,,111057,45.7132457249843,96972.61881238692,308.1028477467166
81974,2133.991,2333,ENST00000545521,9813.191655,141.517706,,14144,45.57522358739077,9801.072496622104,95.29141409586957
46006,552.999,752,ENST00000524349,66321.774142,3690.8346090000005,,78193,45.437369732662425,66327.05004020549,261.1495786311929
58845,1548.991,1748,ENST00000307365,18391.0,365.384028,,24181,44.03799686732516,18392.03,131.45398092108132
20811,1548.991,1748,ENST00000303577,19328.0,383.99991800000004,,25206,44.02623338669369,19328.87,133.49154692339138
69921,393.004,592,ENST00000330244,31105.08936,2435.7177829999996,,38649,43.864871544002305,31094.72981461849,172.21685415865335
43628,294.007,493,ENST00000373570,27465.48519,2874.897096,,34965,43.78503484799937,27456.162795870514,171.4932334802648
3118,2671.991,2871,ENST00000349485,0.0,0.0,,35,43.55669088953815,0.07146622230659587,0.8019097195944896
47948,1111.991,1311,ENST00000529272,12638.298772,349.76833700000003,,17709,42.92760758636152,12640.935582027501,118.0607236910791
56684,635.998,835,ENST00000527673,43499.89625,2104.870361,,52665,42.8760162733136,43496.56231463254,213.8360436035653
24775,3834.991,4034,ENST00000322723,64337.669622,516.2903769999999,,74597,42.871004085033746,64351.82605052949,238.97676688769457
38700,451.00199999999995,650,ENST00000344700,35143.724134,2398.0712399999998,,43697,42.64721843876719,35142.00680559053,200.59908963799637
73606,2308.991,2508,ENST00000556645,32010.486275,426.64151200000003,,39181,41.80854486835851,31999.745146831483,171.76524262635664
44023,5193.991,5393,ENST00000446176,38560.126608,228.47058900000002,,46813,41.559349194352286,38567.10524110798,198.41250930879826
34313,3067.991,3267,ENST00000258787,13414.0,134.55420800000002,,18165,41.514306737859194,13399.435,114.79331764088013
92761,6201.991,6401,ENST00000400316,5.947773000000001,0.029513,,55,41.45579796801823,4.8684646548486015,1.2092768153643119
90794,374.005,573,ENST00000428193,17570.222544,1445.749896,,22796,41.28134562370824,17580.728971669003,126.33481175419391
54859,501.0,700,ENST00000398603,12635.435602,776.1494150000001,,16919,40.80132763684602,12637.236730618502,104.94176335367116
38751,517.0,716,ENST00000322203,39715.0,2364.051491,,47476,40.41460872992237,39714.365,192.05023242631083
58717,1008.9910000000001,1208,ENST00000242465,33115.0,1010.021518,,40597,40.26123598027631,33111.29,185.92846984794988
84200,509.0,708,ENST00000253452,19113.358762,1155.6122460000001,,24486,40.260921629107635,19121.63693934299,133.23994691613595
14088,2530.991,2730,ENST00000307839,43714.138047,531.52585,,58689,39.92763089123335,43700.32813785601,375.3959733542556
93101,482.001,681,ENST00000361899,225927.0,14424.923072999998,,245189,39.72534788004814,225898.77,485.58995778331325
38613,3559.991,3759,ENST00000434618,8852.604461,76.52709300000001,,12265,39.562683530342,8841.36074085415,86.53708377795307
4696,1242.991,1442,ENST00000216146,84124.296382,2082.795318,,112730,39.26193122824471,84203.2978228225,726.5740956893029
88695,301.007,500,ENST00000221975,27231.351353,2784.103044,,35230,39.24037890845629,27226.560368831026,203.9592851496201
15122,2207.991,2407,ENST00000422163,13309.0,185.498844,,18067,39.08161861740049,13305.995,121.82210380304554
10753,2039.991,2253,ENST00000368299,13593.571238999999,205.06823899999998,,19043,38.83440854469828,13587.59860109749,140.47854990821762
2881,6514.991,6714,ENST00000422911,198.714567,0.9386610000000001,,581,38.80254390423837,194.89346209474,9.950547027487183
38600,414.00300000000004,613,ENST00000439602,54334.512147,4038.9156390000003,,68732,38.775073516190595,54359.61104729499,370.66052103560287
49042,1615.991,1815,ENST00000378138,0.0,0.0,,1,38.588202933442474,0.001833672716255,0.025867136881326077
3037,2792.991,2992,ENST00000403390,10703.0,117.931292,,14546,38.558616275630136,10701.845,99.69639399195941
28533,1230.991,1430,ENST00000377751,20463.905597,511.595575,,26128,38.50307851474699,20472.383188043004,146.887392648119
68147,10081.991,10281,ENST00000399453,0.200853,0.0006129999999999999,,4,37.8039744235734,0.1569385153748555,0.10165760460965526
72698,1515.991,1715,ENST00000553773,0.0,0.0,,1,37.68950093293719,0.00187731435713,0.026482777986869058
69268,355.005,554,ENST00000564178,16397.707921,1421.482015,,20938,37.67155613256935,16384.095956542507,120.88441548397748
85278,2206.991,2406,ENST00000418389,8846.436261,123.356168,,12369,37.65088208855152,8847.804309776604,93.5222628235338
40643,432.00199999999995,631,ENST00000230050,34360.0,2447.711081,,41313,37.46516451425505,34381.495,185.01199954327285
24785,663.998,863,ENST00000412128,24023.825534,1113.443749,,29407,37.184956472013994,24018.597076069513,144.90814122603282
79885,8360.991,8560,ENST00000306749,7989.0,29.405440999999996,,11234,37.0695591130588,7986.06,87.61744346875226
85595,2368.991,2568,ENST00000348943,17903.249984000002,232.57420299999998,,22675,37.004101242810435,17889.0814801675,129.33481314486352
38505,1060.991,1260,ENST00000374975,18832.936825,546.260128,,23981,36.69472570772555,18834.798294120996,140.243634653891
85565,1126.991,1326,ENST00000600659,19918.830161,543.921874,,24931,36.53800433602486,19913.331247780498,137.32738947847523
79902,1833.991,2033,ENST00000392339,8512.444921,142.84012099999998,,11921,35.94411283662959,8507.321691946849,94.97183373446268
13198,13280.991000000002,13480,ENST00000389794,155.00946100000002,0.359187,,533,35.862885385209744,147.32506852044006,10.754152303612933
54420,498.0,697,ENST00000531743,20666.811999,1277.135148,,26983,35.77419596114159,20655.011018592504,176.88696590920011
54796,3266.991,3466,ENST00000308595,7140.0,67.25790500000001,,9925,35.7674167209628,7142.525,77.79356898227513
7124,1499.991,1699,ENST00000329421,8760.0,179.72503,,11862,35.52681556328705,8756.035,87.42593308052253
59737,2901.991,3101,ENST00000369966,9242.432745,98.012914,,12723,35.477222022174196,9245.910839572498,98.00905939744183
13970,2778.991,2978,ENST00000383787,0.0,0.0,,2,35.391192765042945,0.0049010316887209285,0.056372753005428634
21992,11034.991000000002,11234,ENST00000441564,15425.0,43.017604,,19759,35.28537202689227,15447.385,122.192703444191
53942,1431.991,1631,ENST00000378019,71415.198529,1534.770617,,91531,35.27450893194167,71472.79780944997,568.6316492527267
51514,438.00199999999995,637,ENST00000530797,8045.106189,565.2602509999999,,12104,35.15271151142361,8041.765824803553,115.55962543248872
51647,768.998,968,ENST00000432093,14735.160577,589.688473,,20619,35.10518584301515,14729.061125133496,167.77973776311515
49897,4687.991,4887,ENST00000373316,68131.22910499999,447.25221500000004,,78419,35.04482669833458,68155.75345044846,292.8605308252037
1938,802.9910000000001,1002,ENST00000370562,12947.213664,496.20236900000003,,16784,34.91444235540356,12940.094395803499,110.09500209306928
14092,630.998,830,ENST00000415719,10551.181273999999,514.595498,,16276,34.80794080904634,10540.178700392,164.78484984430048
4467,642.998,842,ENST00000405484,8635.485053,413.304371,,11596,34.359358048338585,8626.256640545347,86.43186392704598
52477,156.013,355,ENST00000533969,7986.0,1575.293444,,11277,34.20613784679316,7977.74,96.4522804292361
66340,239.00900000000001,438,ENST00000553213,22372.138625,2880.617098,,26868,34.10469889569843,22375.2255250905,131.73476442790604
49772,1326.991,1526,ENST00000316084,66743.458134,1547.867751,,76099,33.99599350438348,66748.36921416302,275.05096400937083
70174,1249.991,1449,ENST00000539790,10072.48845,247.983636,,13266,33.99496644468592,10072.98991691025,93.92596660700278
77142,498.0,697,ENST00000589913,24471.843075,1512.272475,,30769,33.9932071094829,24485.0111121195,184.86013595720684
64409,640.998,840,ENST00000356464,28924.719855000003,1388.690196,,34939,33.98387878297313,28941.7590919445,176.4731138065466
738,2017.991,2217,ENST00000534862,9304.386629999999,141.893209,,12174,33.94217784815184,9301.747058047853,84.62194013601109
84673,3991.991,4191,ENST00000590214,5954.844385,45.906471999999994,,8445,33.909456346102935,5948.789555247302,73.61399189873997
67030,383.005,582,ENST00000535859,11261.196728,904.843383,,14671,33.838852222346546,11243.07618516,101.3014209913498
44494,1437.991,1637,ENST00000340384,10754.864739,230.16638700000001,,14401,33.822150038586265,10754.336991401997,107.81878161020748
72617,1353.991,1553,ENST00000555738,36.414377,0.827657,,222,33.757680327771766,25.56236329417899,5.819050207197315
2031,1548.991,1748,ENST00000298049,5626.0,111.77481100000001,,7859,33.718833690368314,5616.035,66.51964954056808
66385,3255.991,3455,ENST00000257600,5530.0,52.267893,,7871,33.600804900624965,5535.175,69.51693588615653
77849,3843.991,4043,ENST00000316878,6854.0,54.87250600000001,,9690,33.437493413770866,6854.34,84.80480175084429
34765,2479.991,2679,ENST00000265753,25133.0,311.879838,,30780,33.20023916044424,25139.66,169.8885352223628
6917,1411.991,1611,ENST00000549094,0.0,0.0,,8,33.137470419029434,0.01707717876304841,0.2409032047495303
32433,2800.991,3000,ENST00000604157,31.235008,0.343181,,153,33.13282021118906,28.24784374297497,3.7652139317405835
86211,1615.991,1815,ENST00000302754,5815.0,110.73983899999999,,8478,33.10922841002632,5815.07,80.42863358282301
54576,537.999,737,ENST00000534784,9082.39468,519.5311360000001,,12514,33.090806213280764,9084.933419413854,103.62596059112983
48622,567.999,767,ENST00000380635,182862.77398499998,9907.650184,,204699,32.9430243077438,182869.65616755505,662.6393384080892
56844,449.00199999999995,648,ENST00000530391,23539.271838999997,1613.383143,,28731,32.84835561397982,23546.471594826,157.83220524340453
10479,151.013,350,ENST00000368567,27371.048244999998,5577.884584,,32859,32.79538508480557,27361.523715004496,167.6295695500932
67170,1330.991,1530,ENST00000392369,7837.865762,181.224048,,12605,32.760116940828595,7809.5771361344005,146.37990677893808
88596,2525.991,2725,ENST00000593587,9968.835745,121.45229199999999,,12904,32.609908087065,9979.004693046847,89.69652104335054
14982,2212.991,2412,ENST00000414533,14409.358546000001,200.38171100000002,,18350,32.606259294764335,14409.163594771991,120.86134657773509
54159,308.007,507,ENST00000314133,7577.0,757.059142,,10043,32.58676888862573,7586.68,75.37783228509555
41733,1679.991,1889,ENST00000380716,1.3236299999999999,0.024247,,1805,32.585245228503425,30.869411346245236,54.44582590103886
40271,4073.991,4273,ENST00000368635,13768.0,104.002515,,17166,32.562145750550876,13765.655,104.42631840201972
85082,986.9910000000001,1186,ENST00000221847,9847.0,307.03218799999996,,12952,32.558121343438,9842.2,95.51533908226467
74518,1091.991,1291,ENST00000225655,16018.879072,451.44641900000005,,20983,32.54345014426171,16020.237452956491,152.49650928356095
84683,603.998,803,ENST00000588919,8661.224634999999,441.302613,,11446,32.48107290099694,8654.8795843762,85.93067181404996
68192,307.007,506,ENST00000339624,10764.664975,1079.059127,,14098,32.441743713290926,10764.644482722497,102.74896277883714
53552,5707.991,5907,ENST00000528621,167.294469,0.901968,,1013,32.38560660130188,125.91008743365103,27.391486702326844
52107,1484.991,1684,ENST00000537635,15181.658134000001,314.621574,,19315,32.26081414740358,15181.350924952,128.13219952109256
4382,2718.991,2918,ENST00000397278,11407.547959,129.115268,,15156,32.14031278667133,11402.694891031992,116.77873622077858
14450,674.998,874,ENST00000458478,42937.005652,1957.5918969999998,,52063,31.923955372979137,42959.371617991506,285.1660540070146
38827,2061.991,2261,ENST00000405375,13352.234623,199.278422,,17428,31.850695049742495,13366.832912938495,127.50638818773089
54830,1092.991,1292,ENST00000326294,4572.0,128.730894,,6557,31.63984450864607,4572.795,62.712223489523964
36323,1683.991,1883,ENST00000289407,11284.0,206.213177,,14285,31.555478196296637,11276.32,95.34572670025645
81863,2786.991,2986,ENST00000566866,25454.586594999997,281.075861,,32449,31.537718870540637,25433.10721782101,222.46037549445379
23121,5284.991,5484,ENST00000284727,78498.256404,457.097452,,87146,31.407175468782995,78494.87592104803,275.4505602565473
6582,522.0,721,ENST00000458455,67025.22469,3951.4881549999996,,76497,31.25627569938024,67018.86768551449,303.2393368181561
69880,3730.991,3930,ENST00000559388,12748.101567,105.15123200000001,,16121,31.194870157951076,12742.636268492495,108.29869508677578
4404,1651.991,1851,ENST00000405442,15287.819478,284.79409,,18797,31.143290289127695,15291.487929325009,112.5607486598417
66620,594.998,794,ENST00000549649,5204.0,269.162451,,7435,31.128835468575968,5207.15,71.56869078025669
79400,749.998,949,ENST00000585591,7982.718959000001,327.55457,,10647,31.125409496723478,7977.9061086986985,85.75289239430802
51513,581.998,781,ENST00000321153,10401.833115000001,550.023283,,14088,30.998516888933178,10393.6780312232,119.17737813113615
86874,1670.991,1870,ENST00000252818,2622.303231,48.29497,,4193,30.98438553020669,2617.785479206349,50.83897885462255
68908,881.9910000000001,1081,ENST00000300026,8406.800728,293.332227,,11150,30.886258034217374,8402.496603264553,88.95552817345572
81882,1871.991,2071,ENST00000313511,10429.0,171.447834,,13547,30.846500006942748,10428.64,101.09283060632936
48059,1768.991,1968,ENST00000313269,4910.374477,85.42443,,6885,30.801129731310585,4915.662761336896,63.93717554655773
75961,2418.991,2618,ENST00000394908,11684.257404,148.64829699999999,,15196,30.784746118102827,11689.270863286003,113.9112573240252
88354,293.007,492,ENST00000601655,13204.580542,1386.881364,,16841,30.73087375973477,13201.622154918501,118.42741190945263
34896,1408.991,1608,ENST00000419923,0.358108,0.007821999999999999,,8,30.727306154177484,0.2573478835016514,0.251979528490027
11753,2140.991,2340,ENST00000367577,5731.0,82.37750799999999,,8087,30.706289647415517,5730.215,76.75251640825857
90800,311.007,510,ENST00000458349,11404.010223000001,1128.445467,,14919,30.68759693669106,11404.318607800493,114.53100741157229
49121,2297.991,2497,ENST00000377269,8894.0,119.10826000000002,,11711,30.603629726685256,8894.19,92.04169652934479
69103,230.01,429,ENST00000439036,0.0,0.0,,12,30.577713559016807,0.05750162087990412,0.39056217712519165
1850,1295.991,1495,ENST00000217131,9912.0,235.37072,,12986,30.51945546556925,9912.78,100.69707840846227
86728,819.9910000000001,1019,ENST00000252593,9112.0,341.977724,,12004,30.432038782127105,9127.93,94.507963156551
36887,2769.991,2969,ENST00000444957,5255.972070000001,58.393937,,7520,30.371262073892265,5251.722919738801,74.68497933153246
4543,2082.991,2282,ENST00000406934,27567.196597000002,407.284887,,32572,30.361665821303774,27572.712460764502,164.65788038967426
80818,2109.991,2309,ENST00000575671,10213.927712,148.97221000000002,,13120,30.291397762011528,10206.5656847835,96.18025348669255
81960,2143.991,2343,ENST00000395384,6507.0,93.40087199999999,,8671,30.163949945614632,6503.165,71.86840595839038
43475,3515.991,3715,ENST00000546084,15381.0,134.62628899999999,,19414,30.119534810232903,15376.47,134.05021111508927
75796,2775.991,2975,ENST00000310394,15042.357919999999,166.759633,,18788,30.090018972671547,15055.884368156492,124.03168091163724
50549,2426.991,2626,ENST00000356892,9453.0,119.865601,,12320,30.02612341714587,9462.25,95.17545639501814
28486,5174.991,5374,ENST00000307662,6932.0,41.223228000000006,,9551,30.021864179301904,6931.605,87.24957865227772
28904,1398.991,1598,ENST00000393820,75586.269993,1662.727627,,83716,30.003725496584046,75585.75595196048,270.9744844507777
85489,1396.991,1596,ENST00000346664,32140.146441000004,708.022994,,42718,29.899872724313575,32151.154971293014,353.4076926058077
20431,8282.991,8482,ENST00000356805,16060.0,59.669361,,19615,29.885043885819552,16051.160150795005,119.25161839551576
66899,1154.991,1354,ENST00000453766,5365.514295,142.963739,,7936,29.852976068680785,5340.720915833051,86.93535539626471
81870,4167.991,4367,ENST00000336783,7374.156381000001,54.447585,,9935,29.80414328715842,7367.7524148818,86.13727159956107
75098,2838.991,3038,ENST00000311434,6318.0,68.487083,,8389,29.675083710403857,6309.2,70.08573321297281
23931,316.007,515,ENST00000445505,10731.799881,1045.127438,,13420,29.500433461907544,10732.384152919489,91.10428328285064
57330,2569.991,2769,ENST00000381075,11354.770035,135.968971,,14620,29.495892843218442,11347.364345712502,110.9522492396743
38071,2432.991,2632,ENST00000330914,65149.344786,824.067193,,79760,29.337100897278336,65190.02315713546,496.6399677282436
3961,1989.991,2189,ENST00000414183,9637.476475,149.040846,,12363,29.1547287572413,9631.139612348896,93.70213698086897
82000,2633.991,2833,ENST00000395353,6587.607368,76.967342,,8942,29.136123802009827,6594.38336531365,80.57408908059384
63608,1715.991,1915,ENST00000301071,13704.870517,245.783673,,16987,29.059542939907526,13715.756318416505,112.57037622195668
